ASFIS_species,scientific_name,pooled_commodity,ISSCAAP_group,ISSCAAP_division,exvessel_estimated
Skinnycheek lanternfish,Benthosema pterotum,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Slender armorhead,Pseudopentaceros wheeleri,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Slickheads nei,Alepocephalus spp,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Snaggletooth,Borostomias antarcticus,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
South Georgia icefish,Pseudochaenichthys georgianus,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Spiny icefish,Chaenodraco wilsoni,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Spiny scorpionfish,Trachyscorpia echinata,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Stargazer,Uranoscopus scaber,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Stout beardfish,Polymixia nobilis,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Tanaka's snailfish,Liparis tanakae,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Tarakihi,Nemadactylus macropterus,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Tilefishes nei,Branchiostegidae,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Tripletail,Lobotes surinamensis,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Trumpeters nei,Latridae,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Unicorn icefish,Channichthys rhinoceratus,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Velvet whalefish,Barbourisia rufa,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Violet warehou,Schedophilus velaini,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Warehou nei,Seriolella spp,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
White warehou,Seriolella caerulea,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Wreckfish,Polyprion americanus,Misc. demersal fishes,Miscellaneous demersal fishes,MARINE FISHES,1
Mediterranean slimehead,Hoplostethus mediterraneus,Orange roughy,Miscellaneous demersal fishes,MARINE FISHES,1
Orange roughy,Hoplostethus atlanticus,Orange roughy,Miscellaneous demersal fishes,MARINE FISHES,1
Sandpaper fish,Paratrachichthys trailli,Orange roughy,Miscellaneous demersal fishes,MARINE FISHES,1
Slimeheads nei,Trachichthyidae,Orange roughy,Miscellaneous demersal fishes,MARINE FISHES,1
Black oreo,Allocyttus niger,Oreo dories,Miscellaneous demersal fishes,MARINE FISHES,1
Oreo dories nei,Oreosomatidae,Oreo dories,Miscellaneous demersal fishes,MARINE FISHES,1
Smooth oreo dory,Pseudocyttus maculatus,Oreo dories,Miscellaneous demersal fishes,MARINE FISHES,1
Spiky oreo,Neocyttus rhomboidalis,Oreo dories,Miscellaneous demersal fishes,MARINE FISHES,1
Warty dory,Allocyttus verrucosus,Oreo dories,Miscellaneous demersal fishes,MARINE FISHES,1
Black rockfish,Sebastes melanops,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Bocaccio rockfish,Sebastes paucispinis,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Canary rockfish,Sebastes pinniger,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Chilipepper rockfish,Sebastes goodei,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Darkblotched rockfish,Sebastes crameri,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Pacific ocean perch,Sebastes alutus,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Splitnose rockfish,Sebastes diploproa,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Widow rockfish,Sebastes entomelas,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Yellowtail rockfish,Sebastes flavidus,Pacific redfishes (=ocean perch),Miscellaneous demersal fishes,MARINE FISHES,1
Daggertooth pike conger,Muraenesox cinereus,Pike-conger,Miscellaneous demersal fishes,MARINE FISHES,1
Pike-congers nei,Muraenesox spp,Pike-conger,Miscellaneous demersal fishes,MARINE FISHES,1
Red pike conger,Cynoponticus coniceps,Pike-conger,Miscellaneous demersal fishes,MARINE FISHES,1
Alfonsino,Beryx decadactylus,Redfish,Miscellaneous demersal fishes,MARINE FISHES,1
Alfonsinos nei,Beryx spp,Redfish,Miscellaneous demersal fishes,MARINE FISHES,1
Redfish,Centroberyx affinis,Redfish,Miscellaneous demersal fishes,MARINE FISHES,1
Splendid alfonsino,Beryx splendens,Redfish,Miscellaneous demersal fishes,MARINE FISHES,1
Sablefish,Anoplopoma fimbria,Sablefish,Miscellaneous demersal fishes,MARINE FISHES,1
Escolar,Lepidocybium flavobrunneum,Snoek,Miscellaneous demersal fishes,MARINE FISHES,1
Oilfish,Ruvettus pretiosus,Snoek,Miscellaneous demersal fishes,MARINE FISHES,1
Roudi escolar,Promethichthys prometheus,Snoek,Miscellaneous demersal fishes,MARINE FISHES,1
Silver gemfish,Rexea solandri,Snoek,Miscellaneous demersal fishes,MARINE FISHES,1
"Snake mackerels, escolars nei",Gempylidae,Snoek,Miscellaneous demersal fishes,MARINE FISHES,1
Snoek,Thyrsites atun,Snoek,Miscellaneous demersal fishes,MARINE FISHES,1
White snake mackerel,Thyrsitops lepidopoides,Snoek,Miscellaneous demersal fishes,MARINE FISHES,1
Antarctic toothfish,Dissostichus mawsoni,Toothfish (Dissostichus spp.),Miscellaneous demersal fishes,MARINE FISHES,1
Patagonian toothfish,Dissostichus eleginoides,Toothfish (Dissostichus spp.),Miscellaneous demersal fishes,MARINE FISHES,1
Atlantic wolffish,Anarhichas lupus,Wolffishes (=Catfishes),Miscellaneous demersal fishes,MARINE FISHES,1
Northern wolffish,Anarhichas denticulatus,Wolffishes (=Catfishes),Miscellaneous demersal fishes,MARINE FISHES,1
Spotted wolffish,Anarhichas minor,Wolffishes (=Catfishes),Miscellaneous demersal fishes,MARINE FISHES,1
Wolffishes(=Catfishes) nei,Anarhichas spp,Wolffishes (=Catfishes),Miscellaneous demersal fishes,MARINE FISHES,1
Amberjacks nei,Seriola spp,Amberjacks,Miscellaneous pelagic fishes,MARINE FISHES,1
Banded rudderfish,Seriola zonata,Amberjacks,Miscellaneous pelagic fishes,MARINE FISHES,1
Greater amberjack,Seriola dumerili,Amberjacks,Miscellaneous pelagic fishes,MARINE FISHES,1
Lesser amberjack,Seriola fasciata,Amberjacks,Miscellaneous pelagic fishes,MARINE FISHES,1
Longfin yellowtail,Seriola rivoliana,Amberjacks,Miscellaneous pelagic fishes,MARINE FISHES,1
Yellowtail amberjack,Seriola lalandi,Amberjacks,Miscellaneous pelagic fishes,MARINE FISHES,1
Atlantic mackerel,Scomber scombrus,Atlantic mackerel,Miscellaneous pelagic fishes,MARINE FISHES,1
Blue mackerel,Scomber australasicus,Blue mackerel,Miscellaneous pelagic fishes,MARINE FISHES,1
Capelin,Mallotus villosus,Capelin,Miscellaneous pelagic fishes,MARINE FISHES,1
Chub mackerel,Scomber japonicus,Chub mackerel,Miscellaneous pelagic fishes,MARINE FISHES,1
Cobia,Rachycentron canadum,Cobia,Miscellaneous pelagic fishes,MARINE FISHES,1
Common dolphinfish,Coryphaena hippurus,Dolphinfishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Flyingfishes nei,Exocoetidae,Flyingfishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Japanese flyingfish,Cypselurus agoo,Flyingfishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Atlantic horse mackerel,Trachurus trachurus,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Blue jack mackerel,Trachurus picturatus,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Cape horse mackerel,Trachurus capensis,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Chilean jack mackerel,Trachurus murphyi,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Cunene horse mackerel,Trachurus trecae,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Greenback horse mackerel,Trachurus declivis,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Jack and horse mackerels nei,Trachurus spp,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Japanese jack mackerel,Trachurus japonicus,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Mediterranean horse mackerel,Trachurus mediterraneus,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Pacific jack mackerel,Trachurus symmetricus,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Rough scad,Trachurus lathami,Jack and horse mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Indian mackerel,Rastrelliger kanagurta,Mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Indian mackerels nei,Rastrelliger spp,Mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Mackerels nei,Scombridae,Mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Scomber mackerels nei,Scomber spp,Mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Short mackerel,Rastrelliger brachysoma,Mackerels,Miscellaneous pelagic fishes,MARINE FISHES,1
Sawtooth barracuda,Sphyraena putnamae,Misc. demersal fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
[Odontesthes smitti],Odontesthes smitti,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
African moonfish,Selene dorsalis,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
African pompano,Alectis ciliaris,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Alexandria pompano,Alectis alexandrinus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Atlantic bumper,Chloroscombrus chrysurus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Atlantic moonfish,Selene setapinnis,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Atlantic needlefish,Strongylura marina,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Atlantic silverside,Menidia menidia,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Balao halfbeak,Hemiramphus balao,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Ballyhoo halfbeak,Hemiramphus brasiliensis,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Bar jack,Caranx ruber,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Barracudas nei,Sphyraena spp,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Bigeye scad,Selar crumenophthalmus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Bigeye trevally,Caranx sexfasciatus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Big-scale sand smelt,Atherina boyeri,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Blackbanded trevally,Seriolina nigrofasciata,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Blue runner,Caranx crysos,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Bluefin trevally,Caranx melampygus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Bluefish,Pomatomus saltatrix,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Cape fathead,Cubiceps capensis,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Carangids nei,Carangidae,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Chilean silverside,Odontesthes regia,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Crevalle jack,Caranx hippos,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Dealfish,Trachipterus arcticus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Dealfishes,Trachipterus spp,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Doublespotted queenfish,Scomberoides lysan,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
European barracuda,Sphyraena sphyraena,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
False scad,Caranx rhonchus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
False trevally,Lactarius lactarius,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Flat needlefish,Ablennes hians,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Florida pompano,Trachinotus carolinus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Garfish,Belone belone,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Giant trevally,Caranx ignobilis,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Golden trevally,Gnathanodon speciosus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Great barracuda,Sphyraena barracuda,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Green jack,Caranx caballus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Halfbeaks nei,Hemiramphidae,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Hound needlefish,Tylosurus crocodilus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Indian pompano,Trachinotus mookalee,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Indian scad,Decapterus russelli,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
"Jacks, crevalles nei",Caranx spp,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Japanese halfbeak,Hyporhamphus sajori,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Japanese scad,Decapterus maruadsi,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
King of herrings,Regalecus glesne,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Leerfish,Lichia amia,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Live sharksucker,Echeneis naucrates,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Lookdown,Selene vomer,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Malabar trevally,Carangoides malabaricus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Mediterranean dealfish,Trachipterus trachypterus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Mediterranean sand smelt,Atherina hepsetus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Mexican barracuda,Sphyraena ensis,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Needlefishes nei,Tylosurus spp,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
"Needlefishes, etc. nei",Belonidae,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Needlescaled queenfish,Scomberoides tol,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Obtuse barracuda,Sphyraena obtusata,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Ocean sunfish,Mola mola,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Opah,Lampris guttatus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Orangespotted trevally,Carangoides bajad,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Pacific bumper,Chloroscombrus orqueta,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Parona leatherjacket,Parona signata,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Pelagic percomorphs nei,Perciformes,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Permit,Trachinotus falcatus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Peruvian moonfish,Selene peruviana,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Pickhandle barracuda,Sphyraena jello,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Pilotfish,Naucrates ductor,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Pompano,Trachinotus ovatus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Pompanos nei,Trachinotus spp,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Queenfishes,Scomberoides spp,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Rainbow runner,Elagatis bipinnulata,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Scads nei,Decapterus spp,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Senegal jack,Caranx senegallus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Shortfin scad,Decapterus macrosoma,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Shortjaw leatherjacket,Oligoplites refulgens,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Shrimp scad,Alepes djedaba,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Silversides(=Sand smelts) nei,Atherinidae,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Snubnose pompano,Trachinotus blochii,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Southern opah,Lampris immaculatus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
"Suckerfishes, remoras nei",Echeneidae,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Talang queenfish,Scomberoides commersonnianus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Torpedo scad,Megalaspis cordyla,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Vadigo,Campogramma glaycos,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
White trevally,Pseudocaranx dentex,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Yellow jack,Carangoides bartholomaei,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Yellowspotted trevally,Carangoides fulvoguttatus,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Yellowstripe scad,Selaroides leptolepis,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Yellowtail scad,Atule mate,Misc. pelagic fishes,Miscellaneous pelagic fishes,MARINE FISHES,1
Pacific saury,Cololabis saira,Pacific sauries,Miscellaneous pelagic fishes,MARINE FISHES,1
American harvestfish,Peprilus paru,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
Atlantic butterfish,Peprilus triacanthus,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
Atlantic pomfret,Brama brama,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
Black pomfret,Parastromateus niger,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
Blue butterfish,Stromateus fiatola,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
"Butterfishes, pomfrets nei",Stromateidae,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
"Gulf butterfishes, etc. nei",Peprilus spp,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
Pacific pompano,Peprilus simillimus,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
"Pomfrets, ocean breams nei",Bramidae,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
Sickle pomfret,Taractichthys steindachneri,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
Silver pomfret,Pampus argenteus,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
Silver pomfrets nei,Pampus spp,"Pomfrets, ocean breams",Miscellaneous pelagic fishes,MARINE FISHES,1
